Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Date
Gabon,57,8,1.0,0,1.0,0.0,0.0,2020-04-25
French Polynesia,55,2,0.0,0,0.0,1.0,920.0,2020-04-25
Uganda,54,0,0.0,0,7.0,0.0,5025.0,2020-04-25
Cayman Islands,53,0,1.0,0,6.0,3.0,536.0,2020-04-25
Sint Maarten,50,0,9.0,0,5.0,2.0,134.0,2020-04-25
Tanzania,49,17,3.0,0,7.0,0.0,0.0,2020-04-25
Bahamas,47,1,8.0,0,6.0,1.0,0.0,2020-04-25
Guyana,45,0,6.0,0,8.0,3.0,193.0,2020-04-25
Zambia,45,2,2.0,0,30.0,1.0,1653.0,2020-04-25
Macao,45,0,0.0,0,10.0,1.0,0.0,2020-04-25
Haiti,40,7,3.0,0,0.0,0.0,365.0,2020-04-25
Guinea-Bissau,38,0,0.0,0,0.0,0.0,1500.0,2020-04-25
Benin,35,0,1.0,0,5.0,0.0,0.0,2020-04-25
Eritrea,34,0,0.0,0,0.0,0.0,0.0,2020-04-25
Saint Martin,32,0,2.0,0,11.0,5.0,0.0,2020-04-25
Sudan,29,10,4.0,2,4.0,0.0,0.0,2020-04-25
Libya,26,1,1.0,0,9.0,0.0,545.0,2020-04-25
Syria,25,0,2.0,0,5.0,0.0,0.0,2020-04-25
Antigua and Barbuda,23,2,2.0,0,0.0,1.0,40.0,2020-04-25
Chad,23,5,0.0,0,2.0,0.0,0.0,2020-04-25
Equatorial Guinea,21,0,0.0,0,4.0,0.0,854.0,2020-04-25
Mozambique,21,0,0.0,0,2.0,0.0,683.0,2020-04-25
Maldives,20,0,0.0,0,14.0,0.0,0.0,2020-04-25
Angola,19,0,2.0,0,4.0,0.0,0.0,2020-04-25
Laos,19,0,0.0,0,0.0,0.0,1140.0,2020-04-25
Belize,18,4,2.0,0,0.0,1.0,567.0,2020-04-25
New Caledonia,18,0,0.0,0,1.0,0.0,2608.0,2020-04-25
Zimbabwe,17,3,3.0,0,0.0,0.0,604.0,2020-04-25
Mongolia,17,1,0.0,0,4.0,0.0,0.0,2020-04-25
Malawi,16,3,2.0,0,0.0,1.0,314.0,2020-04-25
Dominica,16,0,0.0,0,8.0,0.0,345.0,2020-04-25
Fiji,16,0,0.0,0,0.0,0.0,0.0,2020-04-25
Namibia,16,0,0.0,0,3.0,0.0,362.0,2020-04-25
Saint Lucia,15,0,0.0,0,4.0,0.0,0.0,2020-04-25
Eswatini,15,1,0.0,0,7.0,0.0,714.0,2020-04-25
Curaçao,14,0,1.0,0,8.0,0.0,0.0,2020-04-25
Nepal,14,2,0.0,0,1.0,0.0,5184.0,2020-04-25
Grenada,14,0,0.0,0,0.0,2.0,92.0,2020-04-25
Botswana,13,0,1.0,0,0.0,0.0,3115.0,2020-04-25
Saint Kitts and Nevis,12,0,0.0,0,0.0,0.0,216.0,2020-04-25
St. Vincent Grenadines,12,0,0.0,0,1.0,0.0,56.0,2020-04-25
CAR,11,3,0.0,0,3.0,0.0,0.0,2020-04-25
Greenland,11,0,0.0,0,11.0,0.0,912.0,2020-04-25
Montserrat,11,2,0.0,0,1.0,1.0,36.0,2020-04-25
Seychelles,11,0,0.0,0,0.0,0.0,0.0,2020-04-25
Cabo Verde,10,2,1.0,0,1.0,0.0,0.0,2020-04-25
Suriname,10,0,1.0,0,6.0,0.0,0.0,2020-04-25
Turks and Caicos,10,1,1.0,0,0.0,0.0,69.0,2020-04-25
Sierra Leone,10,0,0.0,0,0.0,0.0,0.0,2020-04-25
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-25
Gambia,9,0,1.0,0,2.0,0.0,281.0,2020-04-25
Nicaragua,9,0,1.0,0,4.0,0.0,0.0,2020-04-25
Vatican City,8,0,0.0,0,2.0,0.0,0.0,2020-04-25
Mauritania,7,0,1.0,0,2.0,0.0,527.0,2020-04-25
St. Barth,6,0,0.0,0,4.0,0.0,0.0,2020-04-25
Western Sahara,6,0,0.0,0,0.0,0.0,0.0,2020-04-25
Burundi,5,0,1.0,1,0.0,0.0,0.0,2020-04-25
Bhutan,5,0,0.0,0,2.0,0.0,1166.0,2020-04-25
Falkland Islands,5,0,0.0,0,1.0,0.0,137.0,2020-04-25
Sao Tome and Principe,4,0,0.0,0,0.0,0.0,19.0,2020-04-25
South Sudan,4,0,0.0,0,0.0,0.0,0.0,2020-04-25
Timor-Leste,4,2,0.0,0,1.0,0.0,0.0,2020-04-25
Anguilla,3,0,0.0,0,1.0,0.0,0.0,2020-04-25
British Virgin Islands,3,0,0.0,0,2.0,0.0,0.0,2020-04-25
Caribbean Netherlands,3,0,0.0,0,0.0,0.0,10.0,2020-04-25
Papua New Guinea,2,0,0.0,0,0.0,0.0,72.0,2020-04-25
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,2020-04-25
Yemen,1,0,0.0,0,0.0,0.0,0.0,2020-04-25
China,82160,0,3341.0,0,77663.0,121.0,0.0,2020-04-25
Total:,1922173,69808,119559.0,5363,443801.0,51738.0,0.0,2020-04-25
World,1852365,72523,114196.0,5417,423399.0,50758.0,0.0,2020-04-26
China,82160,108,3341.0,2,77663.0,121.0,0.0,2020-04-26
USA,560300,27421,22105.0,1528,32634.0,11766.0,2832258.0,2020-04-26
Spain,166831,3804,17209.0,603,62391.0,7371.0,355000.0,2020-04-26
Italy,156363,4092,19899.0,431,34211.0,3343.0,1010193.0,2020-04-26
France,132591,2937,14393.0,561,27186.0,6845.0,333807.0,2020-04-26
Germany,127854,2402,3022.0,151,60300.0,4895.0,1317887.0,2020-04-26
UK,84279,5288,10612.0,737,0.0,1559.0,352974.0,2020-04-26
Iran,71686,1657,4474.0,117,43894.0,3930.0,263388.0,2020-04-26
Turkey,56956,4789,1198.0,97,3446.0,1665.0,376100.0,2020-04-26
Belgium,29647,1629,3600.0,254,6463.0,1223.0,102151.0,2020-04-26
Netherlands,25587,1174,2737.0,94,250.0,1384.0,101534.0,2020-04-26
Switzerland,25415,308,1106.0,70,12700.0,386.0,193800.0,2020-04-26
Canada,24383,1065,717.0,64,7172.0,557.0,422200.0,2020-04-26
Brazil,22192,1230,1223.0,83,173.0,296.0,62985.0,2020-04-26
Portugal,16585,598,504.0,34,277.0,228.0,163616.0,2020-04-26
Russia,15770,2186,130.0,24,1291.0,8.0,1200000.0,2020-04-26
Austria,13945,139,350.0,13,6987.0,243.0,144877.0,2020-04-26
Israel,11145,402,103.0,2,1627.0,183.0,117339.0,2020-04-26
S. Korea,10512,32,214.0,3,7368.0,55.0,514621.0,2020-04-26
Sweden,10483,332,899.0,12,381.0,839.0,54700.0,2020-04-26
Ireland,9655,727,334.0,14,25.0,194.0,53000.0,2020-04-26
India,9205,759,331.0,43,1080.0,0.0,189111.0,2020-04-26
Peru,7519,671,193.0,12,1798.0,134.0,76506.0,2020-04-26
Ecuador,7466,209,333.0,18,501.0,184.0,23635.0,2020-04-26
Japan,7370,622,123.0,15,784.0,129.0,77381.0,2020-04-26
Chile,7213,286,80.0,7,2059.0,387.0,82271.0,2020-04-26
Poland,6674,318,232.0,24,439.0,160.0,138007.0,2020-04-26
Norway,6525,116,128.0,9,32.0,59.0,126486.0,2020-04-26
Australia,6313,10,59.0,3,3338.0,81.0,353941.0,2020-04-26
Romania,6300,310,316.0,25,852.0,204.0,62328.0,2020-04-26
Denmark,6174,178,273.0,13,2123.0,104.0,70125.0,2020-04-26
Czechia,5991,89,138.0,9,464.0,87.0,125126.0,2020-04-26
Pakistan,5230,219,91.0,5,1028.0,37.0,61801.0,2020-04-26
Malaysia,4683,153,76.0,3,2108.0,66.0,77491.0,2020-04-26
Philippines,4648,220,297.0,50,197.0,1.0,33814.0,2020-04-26
Saudi Arabia,4462,429,59.0,7,761.0,67.0,115585.0,2020-04-26
Indonesia,4241,399,373.0,46,359.0,0.0,27075.0,2020-04-26
Mexico,4219,375,273.0,40,1772.0,89.0,35479.0,2020-04-26
UAE,4123,387,22.0,2,680.0,1.0,648195.0,2020-04-26
Serbia,3630,250,80.0,6,400.0,146.0,18312.0,2020-04-26
Panama,3400,166,87.0,8,29.0,106.0,15147.0,2020-04-26
Luxembourg,3281,11,66.0,4,500.0,30.0,29165.0,2020-04-26
Qatar,2979,251,7.0,1,275.0,37.0,49102.0,2020-04-26
Finland,2974,69,56.0,7,300.0,80.0,45019.0,2020-04-26
Dominican Republic,2967,208,173.0,38,131.0,147.0,9275.0,2020-04-26
Ukraine,2777,266,83.0,10,89.0,45.0,30314.0,2020-04-26
Colombia,2776,67,109.0,9,270.0,92.0,41765.0,2020-04-26
Belarus,2578,352,26.0,3,203.0,50.0,64000.0,2020-04-26
Thailand,2551,33,38.0,3,1218.0,61.0,71860.0,2020-04-26
Singapore,2532,233,8.0,0,560.0,31.0,72680.0,2020-04-26
South Africa,2173,145,25.0,0,410.0,7.0,80085.0,2020-04-26
Argentina,2142,0,90.0,1,468.0,83.0,19758.0,2020-04-26
Greece,2114,33,98.0,5,269.0,76.0,42261.0,2020-04-26
Egypt,2065,126,159.0,13,589.0,0.0,25000.0,2020-04-26
Algeria,1914,89,293.0,18,591.0,60.0,3359.0,2020-04-26
Iceland,1701,12,8.0,0,889.0,10.0,35253.0,2020-04-26
Moldova,1662,102,31.0,1,94.0,80.0,6271.0,2020-04-26
Morocco,1661,116,118.0,7,177.0,1.0,8473.0,2020-04-26
Croatia,1600,66,23.0,2,373.0,34.0,16381.0,2020-04-26
Hungary,1410,100,99.0,14,118.0,58.0,33532.0,2020-04-26
Iraq,1352,34,76.0,4,640.0,0.0,35415.0,2020-04-26
New Zealand,1330,18,4.0,0,471.0,5.0,61167.0,2020-04-26
Estonia,1309,5,25.0,1,98.0,11.0,30349.0,2020-04-26
Kuwait,1234,80,1.0,0,142.0,29.0,0.0,2020-04-26
Slovenia,1205,17,53.0,3,150.0,35.0,34851.0,2020-04-26
Bahrain,1136,96,6.0,0,558.0,4.0,63973.0,2020-04-26
Azerbaijan,1098,40,11.0,0,250.0,27.0,66677.0,2020-04-26
Lithuania,1053,27,23.0,0,97.0,14.0,40712.0,2020-04-26
Armenia,1013,46,13.0,0,197.0,30.0,7164.0,2020-04-26
Bosnia and Herzegovina,1009,63,39.0,2,193.0,4.0,10975.0,2020-04-26
Hong Kong,1005,4,4.0,0,360.0,13.0,96709.0,2020-04-26
Kazakhstan,951,86,10.0,0,99.0,21.0,69304.0,2020-04-26
Uzbekistan,865,98,4.0,0,66.0,8.0,70000.0,2020-04-26
North Macedonia,828,68,34.0,0,41.0,15.0,8057.0,2020-04-26
Cameroon,820,0,12.0,0,98.0,0.0,0.0,2020-04-26
Slovakia,742,14,2.0,0,23.0,5.0,27426.0,2020-04-26
Diamond Princess,712,0,11.0,0,619.0,10.0,0.0,2020-04-26
Tunisia,707,22,31.0,3,43.0,85.0,11238.0,2020-04-26
Bulgaria,675,14,29.0,1,68.0,36.0,18502.0,2020-04-26
Cuba,669,49,18.0,2,92.0,11.0,15057.0,2020-04-26
Latvia,651,21,5.0,2,16.0,2.0,28214.0,2020-04-26
Andorra,638,37,29.0,3,128.0,17.0,1673.0,2020-04-26
Cyprus,633,17,11.0,1,65.0,8.0,17923.0,2020-04-26
Lebanon,630,11,20.0,0,80.0,34.0,15152.0,2020-04-26
Bangladesh,621,139,34.0,4,39.0,1.0,9653.0,2020-04-26
Afghanistan,607,52,18.0,0,32.0,0.0,0.0,2020-04-26
Oman,599,53,4.0,1,109.0,3.0,0.0,2020-04-26
Costa Rica,595,18,3.0,0,56.0,14.0,6762.0,2020-04-26
Ivory Coast,574,41,5.0,1,85.0,0.0,0.0,2020-04-26
Ghana,566,158,8.0,0,4.0,2.0,37954.0,2020-04-26
Niger,529,38,12.0,1,75.0,0.0,4353.0,2020-04-26
Uruguay,512,18,7.0,0,231.0,16.0,8774.0,2020-04-26
Burkina Faso,497,13,27.0,0,161.0,0.0,0.0,2020-04-26
Albania,446,13,23.0,0,217.0,7.0,3877.0,2020-04-26
Channel Islands,431,24,9.0,0,48.0,0.0,3320.0,2020-04-26
Honduras,393,1,25.0,1,7.0,10.0,1600.0,2020-04-26
Jordan,389,8,7.0,0,201.0,5.0,20500.0,2020-04-26
Réunion,389,1,0.0,0,40.0,3.0,0.0,2020-04-26
Taiwan,388,3,6.0,0,109.0,0.0,46547.0,2020-04-26
Malta,378,8,3.0,0,44.0,4.0,17058.0,2020-04-26
Kyrgyzstan,377,38,5.0,0,54.0,5.0,9618.0,2020-04-26
San Marino,356,0,35.0,0,53.0,14.0,846.0,2020-04-26
Mauritius,324,5,9.0,0,42.0,3.0,7077.0,2020-04-26
Nigeria,323,5,10.0,0,85.0,2.0,5000.0,2020-04-26
Bolivia,300,25,24.0,4,2.0,3.0,2185.0,2020-04-26
Palestine,290,22,2.0,0,58.0,0.0,17329.0,2020-04-26
Senegal,280,2,2.0,0,171.0,1.0,0.0,2020-04-26
Montenegro,272,9,3.0,1,5.0,7.0,2869.0,2020-04-26
Vietnam,262,4,0.0,0,144.0,8.0,121821.0,2020-04-26
Georgia,257,15,3.0,0,67.0,6.0,3271.0,2020-04-26
Guinea,250,0,0.0,0,17.0,0.0,0.0,2020-04-26
DRC,234,11,20.0,0,16.0,0.0,0.0,2020-04-26
Isle of Man,228,2,2.0,0,112.0,11.0,1934.0,2020-04-26
Djibouti,214,27,2.0,0,36.0,0.0,4451.0,2020-04-26
Sri Lanka,210,12,7.0,0,56.0,1.0,4525.0,2020-04-26
Kenya,197,6,8.0,1,25.0,2.0,7449.0,2020-04-26
Mayotte,196,0,3.0,0,59.0,3.0,1350.0,2020-04-26
Faeroe Islands,184,0,0.0,0,157.0,0.0,5509.0,2020-04-26
Venezuela,181,6,9.0,0,93.0,6.0,181335.0,2020-04-26
Martinique,155,0,6.0,0,50.0,19.0,0.0,2020-04-26
Guatemala,155,18,5.0,2,19.0,3.0,1134.0,2020-04-26
Guadeloupe,143,0,8.0,0,67.0,13.0,0.0,2020-04-26
Brunei,136,0,1.0,0,106.0,2.0,9884.0,2020-04-26
Paraguay,134,1,6.0,0,22.0,1.0,2262.0,2020-04-26
Gibraltar,129,0,0.0,0,84.0,1.0,1558.0,2020-04-26
Rwanda,126,6,0.0,0,25.0,0.0,1966.0,2020-04-26
El Salvador,125,7,6.0,0,21.0,3.0,0.0,2020-04-26
Cambodia,122,2,0.0,0,77.0,1.0,5768.0,2020-04-26
Trinidad and Tobago,113,1,8.0,0,16.0,0.0,1126.0,2020-04-26
Madagascar,106,4,0.0,0,20.0,1.0,0.0,2020-04-26
Mali,105,18,9.0,2,22.0,0.0,0.0,2020-04-26
Monaco,93,1,1.0,0,6.0,5.0,0.0,2020-04-26
Aruba,92,0,0.0,0,32.0,1.0,1145.0,2020-04-26
French Guiana,86,0,0.0,0,51.0,1.0,0.0,2020-04-26
Liechtenstein,79,0,1.0,0,55.0,0.0,900.0,2020-04-26
Togo,76,0,3.0,0,29.0,0.0,2532.0,2020-04-26
Jamaica,72,3,4.0,0,16.0,0.0,907.0,2020-04-26
Barbados,71,3,4.0,0,11.0,4.0,805.0,2020-04-26
Ethiopia,71,2,3.0,0,10.0,0.0,3863.0,2020-04-26
Congo,60,0,5.0,0,5.0,0.0,0.0,2020-04-26
Bermuda,57,9,4.0,0,29.0,2.0,416.0,2020-04-26
Uganda,54,1,0.0,0,4.0,0.0,5025.0,2020-04-26
Cayman Islands,53,0,1.0,0,6.0,3.0,536.0,2020-04-26
French Polynesia,53,2,0.0,0,0.0,1.0,889.0,2020-04-26
Sint Maarten,50,0,9.0,0,5.0,2.0,134.0,2020-04-26
Liberia,50,2,5.0,0,3.0,0.0,0.0,2020-04-26
Gabon,49,3,1.0,0,1.0,0.0,0.0,2020-04-26
Bahamas,46,0,8.0,0,5.0,1.0,0.0,2020-04-26
Guyana,45,0,6.0,0,8.0,3.0,193.0,2020-04-26
Macao,45,0,0.0,0,10.0,1.0,0.0,2020-04-26
Zambia,43,3,2.0,0,30.0,1.0,1239.0,2020-04-26
Myanmar,41,3,4.0,1,2.0,0.0,1406.0,2020-04-26
Guinea-Bissau,38,0,0.0,0,0.0,0.0,1500.0,2020-04-26
Benin,35,0,1.0,0,5.0,0.0,0.0,2020-04-26
Eritrea,34,0,0.0,0,0.0,0.0,0.0,2020-04-26
Haiti,33,0,3.0,1,0.0,0.0,365.0,2020-04-26
Tanzania,32,0,3.0,0,5.0,0.0,0.0,2020-04-26
Saint Martin,32,0,2.0,0,11.0,5.0,0.0,2020-04-26
Syria,25,0,2.0,0,5.0,0.0,0.0,2020-04-26
Libya,25,0,1.0,0,9.0,0.0,535.0,2020-04-26
Somalia,25,4,1.0,0,2.0,2.0,0.0,2020-04-26
Antigua and Barbuda,21,0,2.0,0,0.0,1.0,40.0,2020-04-26
Equatorial Guinea,21,3,0.0,0,3.0,0.0,854.0,2020-04-26
Mozambique,21,1,0.0,0,2.0,0.0,679.0,2020-04-26
Maldives,20,1,0.0,0,14.0,0.0,0.0,2020-04-26
Angola,19,0,2.0,0,4.0,0.0,0.0,2020-04-26
Sudan,19,0,2.0,0,2.0,0.0,0.0,2020-04-26
Laos,19,1,0.0,0,0.0,0.0,1140.0,2020-04-26
Chad,18,7,0.0,0,2.0,0.0,0.0,2020-04-26
New Caledonia,18,0,0.0,0,1.0,0.0,2608.0,2020-04-26
Dominica,16,0,0.0,0,8.0,0.0,345.0,2020-04-26
Fiji,16,0,0.0,0,0.0,0.0,0.0,2020-04-26
Mongolia,16,0,0.0,0,4.0,0.0,0.0,2020-04-26
Namibia,16,0,0.0,0,3.0,0.0,362.0,2020-04-26
Saint Lucia,15,0,0.0,0,4.0,0.0,0.0,2020-04-26
Zimbabwe,14,0,3.0,0,0.0,0.0,563.0,2020-04-26
Belize,14,1,2.0,0,0.0,1.0,364.0,2020-04-26
Curaçao,14,0,1.0,0,8.0,0.0,0.0,2020-04-26
Grenada,14,0,0.0,0,0.0,2.0,92.0,2020-04-26
Eswatini,14,2,0.0,0,7.0,0.0,0.0,2020-04-26
Malawi,13,1,2.0,0,0.0,1.0,287.0,2020-04-26
Botswana,13,0,1.0,0,0.0,0.0,3115.0,2020-04-26
Nepal,12,3,0.0,0,1.0,0.0,4426.0,2020-04-26
Saint Kitts and Nevis,12,0,0.0,0,0.0,0.0,205.0,2020-04-26
St. Vincent Grenadines,12,0,0.0,0,1.0,0.0,56.0,2020-04-26
Greenland,11,0,0.0,0,11.0,0.0,912.0,2020-04-26
Seychelles,11,0,0.0,0,0.0,0.0,0.0,2020-04-26
Suriname,10,0,1.0,0,4.0,0.0,0.0,2020-04-26
Sierra Leone,10,0,0.0,0,0.0,0.0,0.0,2020-04-26
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,2020-04-26
Gambia,9,0,1.0,0,2.0,0.0,281.0,2020-04-26
Nicaragua,9,0,1.0,0,4.0,0.0,0.0,2020-04-26
Turks and Caicos,9,0,1.0,0,0.0,0.0,62.0,2020-04-26
Montserrat,9,0,0.0,0,0.0,1.0,36.0,2020-04-26
Cabo Verde,8,0,1.0,0,1.0,0.0,0.0,2020-04-26
CAR,8,0,0.0,0,0.0,0.0,0.0,2020-04-26
Vatican City,8,0,0.0,0,2.0,0.0,0.0,2020-04-26
Mauritania,7,0,1.0,0,2.0,0.0,496.0,2020-04-26
St. Barth,6,0,0.0,0,4.0,0.0,0.0,2020-04-26
Western Sahara,6,0,0.0,0,0.0,0.0,0.0,2020-04-26
Bhutan,5,0,0.0,0,2.0,0.0,1166.0,2020-04-26
Burundi,5,0,0.0,0,0.0,0.0,0.0,2020-04-26
Falkland Islands,5,0,0.0,0,1.0,0.0,137.0,2020-04-26
Sao Tome and Principe,4,0,0.0,0,0.0,0.0,19.0,2020-04-26
South Sudan,4,0,0.0,0,0.0,0.0,0.0,2020-04-26
Anguilla,3,0,0.0,0,0.0,0.0,0.0,2020-04-26
British Virgin Islands,3,0,0.0,0,2.0,0.0,0.0,2020-04-26
Caribbean Netherlands,3,1,0.0,0,0.0,0.0,10.0,2020-04-26
Papua New Guinea,2,0,0.0,0,0.0,0.0,72.0,2020-04-26
Timor-Leste,2,0,0.0,0,1.0,0.0,0.0,2020-04-26
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,2020-04-26
Yemen,1,0,0.0,0,0.0,0.0,0.0,2020-04-26
Total:,1852365,72523,114196.0,5417,423399.0,50758.0,0.0,2020-04-26
World,1992189,68252,126066.0,6448,467207.0,51566.0,0.0,2020-04-27
USA,611156,24215,25924.0,2284,38675.0,13443.0,3063063.0,2020-04-27
Spain,172541,2442,18056.0,300,67504.0,7371.0,600000.0,2020-04-27
Italy,162488,2972,21067.0,602,37130.0,3186.0,1073689.0,2020-04-27
France,143303,6524,15729.0,762,28805.0,6730.0,333807.0,2020-04-27
Germany,131359,1287,3294.0,100,68200.0,4288.0,1317887.0,2020-04-27
UK,93873,5252,12107.0,778,0.0,1559.0,382650.0,2020-04-27
Iran,74877,1574,4683.0,98,48129.0,3691.0,287359.0,2020-04-27
Turkey,65111,4062,1403.0,107,4799.0,1809.0,443626.0,2020-04-27
Belgium,31119,530,4157.0,254,6868.0,1223.0,102151.0,2020-04-27
Netherlands,27419,868,2945.0,122,250.0,1358.0,134972.0,2020-04-27
Canada,26897,1217,898.0,118,8172.0,557.0,437475.0,2020-04-27
Switzerland,25936,248,1174.0,36,13700.0,386.0,199000.0,2020-04-27
Brazil,25262,1832,1532.0,204,3046.0,296.0,62985.0,2020-04-27
Russia,21102,2774,170.0,22,1694.0,8.0,1400000.0,2020-04-27
Portugal,17448,514,567.0,32,347.0,218.0,191680.0,2020-04-27
Austria,14226,185,384.0,16,7633.0,243.0,151796.0,2020-04-27
Israel,12046,460,123.0,7,2195.0,175.0,117339.0,2020-04-27
India,11487,1034,393.0,35,1359.0,0.0,244893.0,2020-04-27
Ireland,11479,832,406.0,41,25.0,194.0,90646.0,2020-04-27
Sweden,11445,497,1033.0,114,381.0,915.0,54700.0,2020-04-27
S. Korea,10564,27,222.0,5,7534.0,55.0,527438.0,2020-04-27
Peru,10303,519,230.0,14,2869.0,132.0,102216.0,2020-04-27
Chile,7917,392,92.0,10,2646.0,387.0,87794.0,2020-04-27
Japan,7645,27,143.0,0,799.0,135.0,78702.0,2020-04-27
Ecuador,7603,74,369.0,14,696.0,129.0,25347.0,2020-04-27
Poland,7202,268,263.0,18,618.0,160.0,148321.0,2020-04-27
Romania,6879,246,351.0,20,1051.0,241.0,70097.0,2020-04-27
Norway,6623,20,139.0,5,32.0,59.0,128569.0,2020-04-27
Denmark,6511,193,299.0,14,2515.0,100.0,74210.0,2020-04-27
Australia,6400,41,61.0,0,3598.0,80.0,366493.0,2020-04-27
Czechia,6111,52,161.0,18,642.0,92.0,131542.0,2020-04-27
Pakistan,5837,341,96.0,3,1378.0,46.0,69928.0,2020-04-27
Saudi Arabia,5369,435,73.0,8,889.0,59.0,150000.0,2020-04-27
Philippines,5223,291,335.0,20,295.0,1.0,43500.0,2020-04-27
Mexico,5014,353,332.0,36,1964.0,207.0,37395.0,2020-04-27
Malaysia,4987,170,82.0,5,2478.0,60.0,84791.0,2020-04-27
UAE,4933,412,28.0,3,933.0,1.0,648195.0,2020-04-27
Indonesia,4839,282,459.0,60,426.0,0.0,31628.0,2020-04-27
Serbia,4465,411,94.0,9,400.0,131.0,23398.0,2020-04-27
Panama,3472,0,94.0,0,61.0,106.0,15567.0,2020-04-27
Qatar,3428,197,7.0,0,373.0,37.0,52622.0,2020-04-27
Ukraine,3372,270,98.0,5,119.0,45.0,35153.0,2020-04-27
Luxembourg,3307,15,67.0,0,500.0,30.0,29523.0,2020-04-27
Dominican Republic,3286,119,183.0,6,162.0,143.0,9275.0,2020-04-27
Belarus,3281,362,33.0,4,203.0,57.0,71875.0,2020-04-27
Singapore,3252,334,10.0,1,611.0,29.0,72680.0,2020-04-27
Finland,3161,97,64.0,5,300.0,74.0,47290.0,2020-04-27
Colombia,2979,127,127.0,15,354.0,106.0,43053.0,2020-04-27
Thailand,2613,34,41.0,1,1405.0,61.0,100498.0,2020-04-27
South Africa,2415,143,27.0,0,410.0,7.0,87022.0,2020-04-27
Egypt,2350,160,178.0,14,589.0,0.0,25000.0,2020-04-27
Argentina,2277,0,102.0,4,559.0,83.0,22805.0,2020-04-27
Greece,2170,25,101.0,2,269.0,76.0,48798.0,2020-04-27
Algeria,2070,87,326.0,13,691.0,60.0,3359.0,2020-04-27
Moldova,1934,222,40.0,5,134.0,80.0,6271.0,2020-04-27
Morocco,1888,125,126.0,0,217.0,1.0,9609.0,2020-04-27
Iceland,1720,9,8.0,0,989.0,8.0,36339.0,2020-04-27
Croatia,1704,54,31.0,6,415.0,34.0,18359.0,2020-04-27
Bahrain,1528,167,7.0,1,645.0,3.0,69359.0,2020-04-27
Hungary,1512,54,122.0,13,122.0,58.0,35825.0,2020-04-27
Iraq,1400,22,78.0,0,766.0,0.0,45437.0,2020-04-27
Estonia,1373,41,31.0,3,115.0,11.0,32263.0,2020-04-27
New Zealand,1366,17,9.0,4,628.0,4.0,64399.0,2020-04-27
Kuwait,1355,55,3.0,1,176.0,26.0,0.0,2020-04-27
Kazakhstan,1232,141,14.0,2,203.0,21.0,76904.0,2020-04-27
Slovenia,1220,8,56.0,1,152.0,35.0,35946.0,2020-04-27
Azerbaijan,1197,49,13.0,1,351.0,25.0,71736.0,2020-04-27
Uzbekistan,1165,167,4.0,0,99.0,8.0,70000.0,2020-04-27
Bosnia and Herzegovina,1083,46,40.0,1,236.0,4.0,12407.0,2020-04-27
Lithuania,1070,8,29.0,5,101.0,14.0,42690.0,2020-04-27
Armenia,1067,28,16.0,2,265.0,30.0,8316.0,2020-04-27
Hong Kong,1013,3,4.0,0,434.0,13.0,96709.0,2020-04-27
Bangladesh,1012,209,46.0,7,42.0,1.0,13128.0,2020-04-27
North Macedonia,908,54,44.0,6,86.0,15.0,9262.0,2020-04-27
Cameroon,848,0,14.0,2,130.0,0.0,0.0,2020-04-27
Slovakia,835,66,2.0,0,113.0,5.0,30052.0,2020-04-27
Oman,813,86,4.0,0,130.0,3.0,0.0,2020-04-27
Cuba,766,40,21.0,0,132.0,9.0,18634.0,2020-04-27
Tunisia,747,21,34.0,0,43.0,89.0,12415.0,2020-04-27
Afghanistan,714,49,23.0,2,40.0,0.0,0.0,2020-04-27
Bulgaria,713,28,35.0,3,81.0,29.0,18502.0,2020-04-27
Diamond Princess,712,0,12.0,0,639.0,7.0,0.0,2020-04-27
Cyprus,695,33,12.0,0,65.0,8.0,17923.0,2020-04-27
Andorra,659,13,31.0,2,128.0,17.0,1673.0,2020-04-27
Latvia,657,2,5.0,0,16.0,3.0,29018.0,2020-04-27
Lebanon,641,9,21.0,1,80.0,33.0,16319.0,2020-04-27
Ivory Coast,638,12,6.0,0,114.0,0.0,0.0,2020-04-27
Ghana,636,70,8.0,0,17.0,2.0,44421.0,2020-04-27
Costa Rica,618,6,3.0,0,66.0,14.0,8703.0,2020-04-27
Niger,570,22,14.0,1,90.0,0.0,4427.0,2020-04-27
Burkina Faso,528,13,30.0,3,177.0,0.0,0.0,2020-04-27
Uruguay,483,0,8.0,0,248.0,15.0,9236.0,2020-04-27
Albania,475,8,24.0,1,248.0,5.0,4306.0,2020-04-27
Channel Islands,440,4,13.0,4,48.0,0.0,3320.0,2020-04-27
Kyrgyzstan,430,11,5.0,0,71.0,5.0,26147.0,2020-04-27
Honduras,407,10,26.0,1,7.0,10.0,1600.0,2020-04-27
Jordan,397,6,7.0,0,235.0,5.0,20500.0,2020-04-27
Taiwan,393,0,6.0,0,124.0,0.0,48549.0,2020-04-27
Malta,393,9,3.0,0,44.0,4.0,19121.0,2020-04-27
Réunion,391,0,0.0,0,40.0,3.0,0.0,2020-04-27
